	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628
hsa-mir-1278	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	2.892182508	1.923880729	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	1.56106248	4.6133092	0.768489471	3.993384672	-0.398022538	1.768712723	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	4.025651211	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	1.787255479	2.763676917	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	1.448511298	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	1.262251293	-0.398022538	-0.398022538	2.379353323	-0.398022538	-0.398022538	2.691800324	2.349471092	-0.398022538	3.186425429	-0.398022538	2.187958165	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	-0.398022538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-128-1	-0.565452996	1.697342689	0.48646739	-1.077093303	-0.565667125	0.028463328	0.095017639	-2.406706476	0.559806098	0.016283993	0.870571479	0.104220728	0.256777005	-0.714526149	0.665692804	0.66066224	-1.219711677	0.512182526	-0.417209533	0.395461612	-2.534669892	0.397773887	1.277217895	-1.124705349	1.957606114	1.158542912	-0.493828998	-0.87789905	0.88555863	-0.445677038	0.988952021	-0.392715913	1.208321677	1.224561839	0.662980329	1.033933617	0.400472819	-1.155301624	1.026126184	1.37254431	1.477191725	1.317681225	0.244816742	0.065324049	-0.056815397	1.4727093	0.789541437	0.777736992	-0.413709747	0.544551533	0.517176541	-1.036026071	0.029028168	-0.888920054	0.478984953	0.71684537	-0.15269509	0.293677079	-1.591450889	0.281648741	0.601960238	-0.888160078	-0.418299535	0.158690711	-0.141965429	-0.359151225	-0.014312268	-2.145466076	0.743069669	-0.157180037	0.844613248	-1.760749109	0.552071331	2.361035317	0.12246123	-1.70407066	-0.199144004	-0.675634681	-0.350634867	-0.146506207	1.073446008	1.373704255	0.52795905	0.066915906	1.070383488	1.625096945	0.337790918	2.342427966	-0.127327324	-0.769586986	0.401641035	0.935872244	0.327235368	-0.89537452	-1.720397195	-1.514314163	-0.60636133	-0.193073906	-0.709047831	-0.988497991	-0.24325662	-0.86305577	0.393662673	0.083654127	-0.229756781	1.265331745	-0.098116528	0.716832917	-2.750698075	-1.393188373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-128-2	-0.648154464	1.670141122	0.623703376	-1.069365069	-0.379654087	-0.043708207	0.152154538	-2.25744749	-0.388508713	-0.212396362	0.92311843	0.220912021	0.161166409	-0.838432522	0.606194147	0.5639872	-1.062624154	0.693604404	-0.595724041	0.298675112	-2.37799053	0.194186904	1.189297335	-1.180638136	1.741811538	1.291323935	-0.291100564	-1.012355175	0.840032409	-0.389707133	0.721936551	-0.683632736	1.272768176	1.144408628	0.417896997	0.953751229	0.677530294	-1.142590315	1.056105669	1.41457338	1.799819372	1.198093308	0.346472099	0.148843572	0.139678908	1.519031082	0.821665959	0.816566734	-0.403265576	0.296605983	0.665124527	-0.9455773	-0.251075406	-0.92583323	0.471851996	0.690199196	-0.162294741	0.659287419	-1.646167737	0.1438436	1.009243609	-0.766368503	-0.12768744	0.212785239	-0.224895542	-0.12854952	-0.144402481	-1.944721543	0.797849854	0.075791327	0.443706321	-1.176051738	0.463455543	2.479703378	0.039530161	-1.92068206	-0.5425015	-0.756456418	-0.128027217	-0.130486733	0.725445599	1.453426637	0.334110897	-0.062809302	0.776671189	1.477705747	0.469447772	2.521749158	-0.107815688	-0.804340519	0.16618838	0.85643488	0.373219793	-1.149821237	-2.023809931	-1.909187315	-0.622666146	0.121074535	-0.94620878	-0.978318714	-0.377063615	-0.923290877	0.442052763	0.200610763	-0.415905182	1.250837914	-0.324017743	0.893232386	-2.894902252	-1.418053739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1280	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	3.573574096	-0.249136684	-0.249136684	2.989628424	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	0.338253295	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	4.451604347	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	1.017303748	-0.249136684	10.69044871	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	1.130879816	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	1.148864947	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	1.44052636	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	-0.249136684	0.326559287	-0.249136684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1281	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	3.261908718	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	-0.149779651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1282	-0.107732476	-0.107732476	11.88173364	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	3.600506074	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	7.895707548	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	-0.107732476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-1	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	-0.114025713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-2	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	0.94525304	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	2.692903495	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	2.208677616	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	13.07814209	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	-0.142798212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1284	0.05742609	-0.137306292	-0.888418098	-0.530887623	-0.888418098	-0.888418098	-0.888418098	-0.888418098	2.130835775	1.790306784	0.870814455	-0.39456676	0.407191295	-0.247310449	1.852029848	1.788958083	-0.433487898	1.676633377	-0.888418098	0.380343368	-0.888418098	-0.888418098	3.636484201	-0.888418098	2.227969854	0.586069106	-0.888418098	-0.171163001	2.799069043	-0.461337764	0.719352456	0.010964841	-0.888418098	3.328042134	-0.888418098	1.137637711	-0.888418098	-0.065772007	-0.888418098	0.360551142	1.958809414	0.174595327	-0.888418098	-0.888418098	0.512027455	1.690042233	0.879166877	-0.140612234	-0.888418098	-0.888418098	-0.120562613	-0.888418098	-0.888418098	0.491200171	0.500869571	1.368390139	-0.380844169	-0.424078326	-0.555354965	-0.888418098	1.717437697	-0.273801136	-0.888418098	0.669528974	0.605520432	-0.237502785	-0.888418098	-0.39550596	-0.888418098	-0.888418098	-0.888418098	-0.888418098	0.543285193	-0.888418098	-0.336367461	-0.205488851	-0.280562973	-0.491464847	-0.131652338	0.962683403	-0.002728982	-0.888418098	0.242819789	0.117487104	-0.888418098	0.423910642	0.17010715	1.51768709	1.006797838	-0.472894527	2.552043806	1.391410644	1.073184832	-0.888418098	-0.888418098	-0.888418098	-0.888418098	-0.087266399	-0.888418098	0.065231167	0.178382227	-0.888418098	2.021688903	0.55150249	-0.888418098	0.057323355	-0.042062904	0.48722894	-0.438669579	-0.888418098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1285-1	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	8.562415916	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	-0.125916626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1286	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	1.590540648	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	0.98741348	-0.348233853	4.372947024	1.291637365	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	3.060091115	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	1.281527447	-0.348233853	-0.348233853	-0.348233853	1.193691728	0.81972991	-0.348233853	-0.348233853	-0.348233853	1.68438021	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	0.338520009	-0.348233853	3.936528155	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	1.212166434	-0.348233853	-0.348233853	3.993189918	-0.348233853	1.725875267	-0.348233853	-0.348233853	2.764165055	5.825018653	-0.348233853	0.508547907	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	1.303687264	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	2.62078591	1.204123384	-0.348233853	-0.348233853	-0.348233853	-0.348233853	-0.348233853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
