	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
hsa-miR-136	0.432432418	0.400935361	-0.893477857	1.274323703	-0.638396566	1.476873254	-1.041881516	-0.099615005	1.06240624	0.910156414	-1.338915082	-0.746899141	-1.918855821	0.324018774	-1.862700427	0.247795106	0.267244425	-1.504709917	-0.132515141	0.120573413	-0.138315342	-0.920430735	0.003149956	0.07471662	0.487152457	0.579477894	-0.629603046	-0.018897913	0.248820306	-0.785362815	0.297318421	-1.007287229	0.714330908	-0.744572689	0.3249187	0.068623801	1.470401869	-0.174403112	0.023407345	1.243499128	-0.497396967	-0.222925344	0.586225438	0.997597621	0.505736606	1.30310513	0.789870213	-0.101533809	0.159676532	-0.558374409	-0.109727208	1.00226629	-0.491610507	0.394068858	-0.474248794	2.212238182	-0.612464913	-0.706347482	0.540911585	0.842077458	0.397071799	-1.04605331	0.352854509	0.111261761	-2.845514834	0.142985985	0.533159872	1.081721798	0.513254675	-1.98676627	3.111986756	-0.243742083	1.41014215	1.476417702	1.174477724	1.160083776	-0.822185094	0.668219736	0.890982523	-0.140951479	-0.137945509	0.650524162	0.659619062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-137	1.424526407	1.334298698	1.112149799	-1.0794099	-0.324850529	1.307018467	1.106727682	-0.922744708	2.147565431	0.101061204	-1.286559198	-0.301099767	-0.183343416	-0.775025244	-1.048771747	-0.554595037	0.79452998	-0.716707893	-0.508684769	1.233165366	1.48290846	-0.374241064	-0.281593386	-0.118411597	-0.0198464	-0.290168402	-0.295806001	0.439812555	0.634963834	-0.257087457	1.225449344	0.262446843	0.004971714	0.306621616	-0.419009473	-0.4516083	1.933605726	0.140161989	-1.398097276	2.166571693	-1.034730176	-1.129365386	-1.371232445	-0.270779733	0.525499266	-0.287296703	-0.00619953	-0.200094601	0.345582238	-0.48480434	0.088404218	0.047444625	-0.514406752	-0.385275918	-0.467827498	3.400042432	-0.317131073	-0.25294417	-0.113076067	0.409547864	-0.326898557	0.104386768	-1.293786857	-0.887277763	-1.017072006	-1.362808571	-1.631077041	2.195961723	0.43610539	0.157243506	-1.19593315	0.404290204	0.116261593	1.330366548	0.143947984	0.253569606	-1.400068988	1.099050873	-0.241705839	2.250682353	0.897070152	-0.559048539	1.182764023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138	0.176857428	0.085999706	0.011114384	-0.803432666	-0.347038058	1.579808382	0.33617418	-0.886880387	1.206911735	-0.278335226	-0.899433405	-0.200693695	0.723987761	-0.855535929	0.158294317	0.347391865	0.804980192	-0.247506871	-0.335889604	0.015243627	-0.048109784	-0.326843641	1.166890345	-0.10635135	2.194348424	-0.175051361	0.35085776	-0.046207231	0.276145677	-0.066349793	0.18984258	0.548318186	-0.119130957	-0.252598564	-0.267196064	-0.221367999	0.033849665	-0.224882643	1.125277023	0.340726105	-0.877867116	-0.876600042	-0.780222322	0.014843141	-0.001755213	-0.484194449	-0.317077492	0.235500889	0.125178833	-0.554676574	-0.36885347	0.47601633	-0.549456484	-0.211872119	-0.103512953	1.066885245	-0.029316878	-0.350958429	-0.172827658	0.332331868	-0.513632344	2.0921597	-0.747038116	-0.969282255	-1.554412909	-0.935750655	-1.042552367	1.54200328	1.480294137	-0.87211081	-1.246332473	-0.957192694	0.412496092	1.057363348	-0.272939851	0.221056011	-1.158684086	0.875215127	-1.107278063	0.367195495	0.685121167	-1.137296881	-0.328876627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-139	1.540388924	1.677406334	-0.011398297	-0.56550221	0.803138682	-0.270357439	1.031807128	-0.640616482	1.434389228	-0.249310479	-0.779425823	-0.691839371	-0.087794049	-0.077361594	-0.954360853	-0.484586533	0.141314327	-0.334339558	-0.408442455	1.209767367	2.341017318	-0.549108068	0.247990443	-0.531223662	-0.125556202	-0.421372261	1.830182278	0.352676962	0.240145153	-0.484985347	0.69385771	-0.478989186	-0.559220223	-0.419837678	-0.133844937	0.287346611	0.547735199	-0.225594891	-0.769913693	2.082375947	-0.01421054	-0.544873564	-1.507454385	0.302288977	0.573565525	-0.200271099	0.433354413	1.304359658	0.349741952	-0.447870998	1.108622663	0.157681589	-0.125078832	-0.248940037	-0.125937185	3.615210878	-0.201876658	-0.352229637	-0.15300764	0.107379085	-0.303563485	-0.443144813	-1.669463231	-1.348312972	-1.350113709	-1.130031431	-1.406606933	1.50792298	1.50502015	-0.488380825	-0.720780752	-0.218103237	-0.352778133	1.064181771	1.259785797	0.166621311	-0.809585599	1.187040148	-0.298795298	1.254837919	0.740581896	0.064898945	0.394664051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-140	-0.70395005	-1.027264305	0.053025769	-0.675643756	0.957354982	1.013011064	-0.035966327	-0.785033809	1.942547635	0.366523522	0.09110682	0.181034191	0.094576076	0.406352953	-0.84380452	-1.656118902	0.538001766	0.36247857	-0.83638949	0.160128225	0.068554333	-1.20896776	3.733701607	-0.247330796	1.074910803	-0.759282094	1.420894317	-0.512917584	-0.606406507	0.692707257	-0.463072002	0.405461644	-0.59544247	-0.269553552	0.428714962	-0.141742446	0.746557401	0.90186569	4.09187618	-0.972178316	0.279774491	0.793756093	-0.43291171	-1.033895221	-1.207946221	-0.222588805	0.102539172	1.267192666	0.664117621	-0.568914566	-0.877337673	0.214887776	-1.180798566	-1.938720296	-2.304002241	1.053714519	-0.028935969	-0.096713697	0.936545278	-0.005432474	-1.289888121	0.443923113	-0.665149438	-0.865572994	-0.254942452	0.03652723	-2.135298725	-0.091689962	-0.086352594	0.092994563	-1.195959951	-1.934053996	1.508915755	0.567500315	-0.498878926	0.55452568	-0.668015953	0.241763841	0.49347627	-1.143882783	-0.457420044	-0.458118422	-0.586199363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-141	2.532060504	-0.81205024	-0.283959054	-1.095153972	-0.26376969	-0.65003638	0.071909909	-0.30574597	-0.052764635	-0.156406217	-0.891982746	0.554520177	0.831272466	-0.245664517	-1.18828269	-0.156727782	-0.697923202	-0.251092828	0.108070577	-0.037730606	2.78653435	1.029977045	-0.689619037	-0.130873138	0.119277591	-0.988027572	-0.204901536	-0.957015633	0.276347675	-0.01532694	-0.250660103	-0.639741226	-0.662240285	0.360544066	1.083277932	-0.377646076	0.057900603	-0.802759973	-0.616777194	-0.296601266	0.04917684	-1.188831246	1.965892987	-0.599848408	-0.642504945	-0.599423499	-0.463370609	-0.38402801	-0.493401317	0.481368896	0.342017933	-0.231814432	-0.335163128	-0.031565882	-0.422316657	-0.512415189	-0.003023935	-0.259258389	0.203733967	-0.222402111	0.723670501	-0.248495332	-0.348668283	0.090787774	0.55774832	-0.37466768	1.778069107	-0.345297473	1.45796438	1.063180172	-0.141623389	-0.827268909	0.186543439	-0.002103041	-0.221740951	0.235458446	-0.877179459	-0.254428234	0.179753728	1.967333252	-0.2945645	-1.058190743	-1.004707078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-3p	-0.413339565	-1.360437526	-1.271765309	-0.098560606	-0.352830075	-0.707371153	-1.129497725	0.110384457	-0.417577968	0.14330981	-1.067863779	1.851527234	1.401340339	0.405461452	-0.732789559	0.471132136	0.27714266	1.463235414	0.334825758	-0.02879728	0.098667136	-0.148612803	0.485638382	0.104527254	0.765980647	1.212592927	-1.162321475	-0.898260649	0.503128877	0.838111231	0.567930127	0.012327128	-1.063154689	1.466583986	-0.601155033	-2.251127143	0.950431848	-0.27106793	-0.722555098	0.488045119	0.8987378	0.29400245	1.175461512	0.424376124	-0.185750166	-0.497074631	-0.719346896	0.715389176	0.797075112	2.393994246	-1.464951312	-1.013312612	1.357240083	0.067740763	0.273980822	0.285846865	-1.060883889	-0.387473945	3.274390829	0.025940748	0.065636681	0.628600751	0.441171742	0.0550342	0.510615762	0.348566385	1.418078027	0.191922659	0.315317581	1.160647032	-1.851941748	-2.618930997	0.832715742	0.006711829	1.160396909	1.221615337	0.882106778	-0.242321301	-0.485414871	0.299031194	0.070630588	-0.104806923	0.36368921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-5p	0.321422788	-0.773450962	-0.434341177	-0.098276796	-0.499827514	-0.815336766	-0.978161156	0.067802437	-0.792458032	0.212976271	-1.04289518	2.009553241	1.748606901	0.342475161	-0.790852384	-0.886530418	-0.247094351	1.23044079	0.563718982	0.520261475	0.071034199	0.152206831	-0.014979155	0.157443628	0.428227837	0.484697105	-0.685271355	-0.618236675	-0.089955344	1.256426404	0.174452627	-0.498695239	-0.792263818	1.039840757	-0.645651282	-0.974681346	0.672166761	-0.247573109	-0.836754737	0.404959156	1.036804813	-0.732949399	1.246148261	0.213502227	0.035403843	-0.692732936	-0.644483921	0.193971062	0.064691318	2.189689662	-1.019914521	-0.560274716	-0.065552845	-0.374922268	-0.309970605	0.408184292	-0.392156649	-0.382821509	3.674027239	-0.329649382	0.957621898	0.852639361	0.128684613	0.108218283	0.974196984	0.399829647	2.953339406	0.545878316	1.113638161	1.117512248	-1.891954232	-2.600951002	0.19965583	-0.658767037	0.306024332	0.526351304	1.349453594	-0.229500591	-0.731393735	-0.527267676	0.109938884	-0.318602093	0.435177994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-143	0.195195044	-1.036743745	-1.755202904	-0.073302958	-0.573850427	-0.52134738	-1.3063142	1.621357672	-0.54128383	0.278815694	-0.547008923	-0.628598261	1.383061971	2.159171248	-0.691694586	0.420625058	1.341006689	1.205592459	0.610779957	0.209367389	1.10905207	-0.138256497	2.163075833	-0.082556022	0.055606208	0.285812185	0.106313853	-1.797559625	-0.167334916	0.929874659	-1.752000187	0.56240071	-0.740642888	0.257940646	-0.346159386	-1.987109689	0.834893998	1.418451095	0.760697579	-0.745230994	0.175138363	-0.423158093	-2.307108388	-0.47472446	0.012599865	0.812806966	0.731829077	0.384626805	-1.99706801	1.751922834	-1.240522567	-0.059433865	-0.415143899	-0.955899309	-1.289151607	0.453090266	-1.26497752	-0.666569446	2.178693971	1.091088968	-0.658210217	1.01493098	-0.113174761	0.280620641	-0.225699054	0.627293562	0.482432266	-0.51391164	0.05667268	-0.050957901	1.333679861	0.75951429	1.771227575	1.23744565	-0.167303551	0.42209699	-1.421114394	0.586142058	-0.449100426	-0.830157478	1.078114712	0.720209695	0.039558058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-144	-0.932709889	-0.46061937	-0.360050144	-0.10550421	-0.052202675	-0.158948075	1.128689587	1.053442309	1.333253618	-0.254391865	0.250190315	-1.08643832	0.567089699	0.071885937	-0.611197304	-0.394896343	-0.38769638	0.297690235	-0.742458988	0.70341047	0.71614915	0.49178539	0.062350872	-0.214224296	-0.039518993	0.19216219	0.087608807	-0.130587452	-0.2098589	-0.156083105	0.716171536	-0.185631636	-0.179823525	-0.068961848	-0.259910293	-0.147875627	-0.175882522	0.984700478	-0.194104197	-1.701071925	2.134736818	0.534194185	0.238255987	0.74964698	-0.203655827	0.318026075	-0.157708364	0.640968748	-0.427116666	0.23248362	-0.479600585	-0.157693722	-0.481232524	0.483319957	0.466717556	0.381816505	-0.409013942	-0.34072932	0.405864005	0.654192873	-0.406376945	1.345231047	0.129124311	0.079439498	0.558119202	1.305185103	-0.994109889	0.414538847	-0.591059396	-1.048009754	-1.757726483	-1.461347969	-0.806422747	-0.954561559	1.949981312	0.694783812	0.876897487	0.804005936	-1.380029707	-1.191098756	0.658194103	0.560172298	-0.299878587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-145	0.630694405	-0.223799561	-1.909636833	0.283403118	-0.707820214	-0.6732695	-0.722075366	1.683055241	-0.434647574	-0.008039145	-0.297402664	-1.060275836	2.171757331	1.754602409	-1.109808028	-0.166473149	2.359978397	1.202861565	0.940865854	0.045368465	1.132189606	0.903032285	1.34451984	0.458577684	0.469179429	0.046668641	-0.662497152	-2.646829279	0.125126601	-0.262294633	-1.921956782	1.256996806	-0.897009937	0.472401452	0.067163457	-1.826702957	-0.372453896	0.494656763	0.259746623	-0.877965213	-0.143910814	-0.291340886	-2.52861618	-1.930446193	0.136174915	0.243181347	0.758630418	0.094989348	-3.322419734	1.849888173	0.524781643	-0.171105437	1.177352192	0.120651178	-1.812001727	0.221062362	-0.551187658	0.139376625	1.536867362	1.355414248	0.046126129	0.532236563	-0.046911632	0.195701844	-0.26721022	0.182858687	1.163915546	-0.71810053	0.271468236	0.335586935	0.700692347	0.642791894	1.721809211	1.414343787	0.091973413	0.328292433	-1.662050896	0.453704511	-0.9048942	-0.795438104	0.993696533	0.997322661	0.230988916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a	0.298936532	-0.175396064	-1.692130908	0.256269899	-0.371765796	1.204088377	-0.847915065	1.263188605	-1.488935376	-0.067129184	-1.174894838	-1.484663508	0.577328873	1.291173834	-2.520709498	-1.59948386	1.207710383	1.705568223	1.415155596	-0.562932948	0.819678595	-0.799866703	0.533000668	0.525983202	0.411536476	-0.095095692	0.752739517	-0.848091139	-0.5202137	0.444309367	-1.13539246	0.134483377	-0.661065864	1.708359758	-0.729452752	-0.539621147	1.745494185	1.903676013	-1.832818875	-1.113662964	0.125276526	-0.655088068	0.678062616	-1.409497577	-1.72441112	-0.661572548	-0.36393761	0.691464286	-0.535013115	0.981206089	-0.628766006	-0.288608688	0.327596358	-0.986274493	3.427832373	-0.326715901	0.05553373	0.069203511	2.352323731	-0.880407506	-1.663103199	0.31780099	-0.756621679	-0.384016692	0.746456275	0.67775884	0.91110891	-0.916652693	-0.281285528	-0.553625921	-2.482066636	-2.548690416	0.142317001	1.59125165	-0.800489776	0.444970942	0.800404514	0.290734277	-0.163097454	-1.982170171	-0.234927478	0.112482401	1.683274346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
