	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
cg06633978	0.340728088	0.240987421	-0.268060392	0.289221947	-0.958291798	-0.389051796	-0.400248087	-0.841122336	0.875081832	-0.194262402	0.94961453	0.868134148	-0.924005941	1.482855796	0.722855543	0.836918129	-1.940370341	0.756894633	1.057962596	0.904486119	1.45526947	0.652764578	0.637397379	1.24898392	0.921497078	0.117167694	0.917146029	0.656842255	0.486633913	0.287880473	0.364790107	0.017063102	0.556022378	-0.062419263	0.853301594	-1.698295583	0.979307727	-0.9779072	-0.442832178	0.677001128	0.695245321	0.582715615	-1.956426606	0.048177542	0.674640086	0.358039217	-1.962551874	1.045105188	-0.351681611	1.022000951	0.962986127	0.379260563	0.853315873	0.194911931	0.041596102	-2.009500267	-1.998392903	0.05035376	0.421417655	-1.91057722	0.412196623	0.663929351	0.54528724	-1.881746938	0.619784453	0.532294022	-0.594661438	0.05952328	0.926265169	-0.182736767	0.907216189	0.77720358	0.920474994	-1.721664682	-1.544292491	1.098991747	-1.817636164	-0.145466511	-1.917126529	-0.187264603	-0.275825847	0.328201388	0.866751201	-1.693729545	0.197159094	0.154459325	-1.855928907	-0.071953325	0.700103984	0.077590904	-1.552658981	0.57698897	-1.496706734	-0.512869978	-0.136390758	-1.660881652	-0.544470011	-0.886354506	0.409323519	0.750912498	1.015785145	0.740234421	0.873523106	-0.15741643	-0.503349429	-0.50102266	-1.87503236	-1.19844061	-1.749796208	-1.501443526	0.310693286	-1.889442003	0.236991457	0.277503428	0.667521196	0.378098272	0.96083169	-1.637918454	-1.734049557	0.29672837	-0.172395846	-1.892674844	-1.742889192	0.542205583	-1.845829385	0.233441453	-1.398753933	0.362964122	0.593207049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06634717	0.951012589	0.952213154	0.624175552	0.819672293	0.670077646	0.840727217	0.959363205	0.503326276	0.954999764	0.866844359	0.957881272	0.87017545	0.456581738	0.865755836	0.955762455	-0.659453622	0.932696273	-0.431268966	-2.046183977	-1.639419013	-0.792719236	-0.641495718	0.014855919	-1.438511258	-0.864055119	-0.391528017	-0.364434255	-0.571055683	0.701143384	-0.206905546	-0.167988914	0.834537571	0.404904051	-1.705050011	0.887829735	0.453824521	0.961709953	0.072082275	0.943402535	0.646733929	0.574223553	0.85389975	-0.391033683	0.361771663	0.850670246	0.975413195	0.282028962	0.897515019	0.889414486	-0.241453	-1.207716542	0.390359395	-0.596608713	-0.469789685	0.775247828	-0.700560182	-1.163266733	-2.277124368	0.63081798	0.860986234	0.797060819	0.815483985	0.413131283	0.927592262	-0.844968375	0.719857027	-0.656227443	-0.576621922	-0.970547039	0.756925107	0.885783808	-1.249627406	0.926930943	0.510234653	0.92395996	0.89732317	0.329669643	0.907163702	0.170791406	-0.050886148	0.589042371	0.052269615	0.936888535	0.89590489	0.879510293	0.672671227	-0.505025034	0.153408422	-0.067403108	0.933312715	0.913828045	-0.429327166	0.944237697	-1.811091622	0.981634607	0.127279223	0.46496191	0.948638044	0.950170254	-0.343894146	0.978987514	0.964358352	0.934419012	0.573708756	0.039722284	0.482214383	0.944549327	0.448650938	-0.965079645	-0.526278248	0.950452857	-0.454211736	0.810974516	-1.181289426	0.818806802	-1.236129639	0.994474554	0.990232463	0.965256954	0.934563517	0.567459801	0.465801598	0.965412547	0.892178931	-0.065850461	0.900113355	0.829216044	-1.757081215	-0.491102276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06637001	1.44526967	1.252824014	-0.881187878	0.810238076	-0.893406287	-0.901086004	1.053608738	1.6299783	-0.915125018	-0.908153615	1.469216932	-0.907341403	-0.35306536	-0.920311865	1.198497674	0.329720246	-0.896817802	-0.195718861	-0.821286075	-0.463632453	0.756834351	0.922503502	0.402226414	0.557576131	0.427747144	0.275466828	0.688375267	0.64751686	-0.919049489	0.092590613	0.441526191	-0.884364618	1.316257909	-0.895434344	-0.885684225	-0.880217557	-0.89041702	1.592202141	1.22870274	1.333778604	-0.871174591	-0.867480627	-0.896799309	1.941308136	1.470486933	-0.893939111	-0.863601329	-0.883960978	-0.75942936	-0.039464135	0.701865944	0.385787464	0.691039393	-0.884025105	-0.886752838	-0.873155969	-0.890555733	-0.897496238	-0.881853953	1.20155775	1.227036931	-0.914364677	-0.912024493	1.332535054	0.770325824	1.640704158	-0.900344783	-0.873766381	1.35922542	-0.900733154	-0.901188768	-0.87787969	1.650361959	1.281293776	-0.906424062	-0.795368651	-0.901801146	1.050109429	-0.901826736	-0.895177419	-0.894680598	-0.899327025	-0.902977585	-0.759859384	1.122232472	-0.891422677	1.00745676	-0.891166226	-0.898296512	-0.905082821	0.495044436	-0.152170318	1.438142597	1.253007287	-0.881919731	1.621445482	1.325638998	-0.88649827	1.326849216	-0.838468305	-0.897838136	1.892787032	0.769026343	-0.881316825	-0.259640507	1.330290977	1.615757747	-0.863351081	-0.897602682	0.862714222	1.588041668	1.443443207	1.380147654	1.656575603	-0.90197594	1.321305105	1.821533029	-0.896733959	-0.894358714	1.25117657	-0.901642669	-0.904380867	1.088705374	1.493493964	-0.886658612	1.335692923	-0.896866651	-0.911387742	-0.065985571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06654691	0.460967691	0.861987375	-0.951011246	-0.376935468	-0.858812931	0.732625631	-0.767027418	-0.854815632	0.015840875	-0.406765618	1.275083279	-0.032258166	0.034930244	2.013222535	-0.969939478	1.255589528	-1.01640296	1.298739631	1.979268934	1.5820527	1.830067446	0.731375925	1.13504859	1.530246424	1.403400094	0.676016658	1.214363158	1.255991858	-0.065889649	0.742779258	0.809884048	-0.699377946	0.001858435	-0.983077558	-0.878756285	-0.844861205	1.58553097	-0.414990688	-0.990281828	-0.995923378	-1.008290049	0.846033224	-0.81807962	0.113949907	-0.085617898	1.095968193	-0.958779905	-0.095992055	-0.784581155	1.482493806	1.703889217	0.328597465	1.106249439	-0.596115405	0.579608047	-0.598441569	-0.781637689	-0.905064212	-1.010590458	-0.937302627	-0.525871864	0.452530007	-0.925540428	-0.894998578	-0.028135453	-0.589752971	-0.341039024	-0.809548419	1.418281777	0.411416394	-0.45804016	-0.921481141	1.284028084	-1.010853349	-0.882707137	1.150777022	-0.821556453	-0.495161206	-0.971624821	-0.314250509	-0.778784407	-1.020240492	0.733680777	-0.910208311	-1.015827615	-0.508653031	-1.028999103	-0.774488727	-0.907401233	0.182634497	-0.472528294	0.826849311	-0.872532921	-0.82758632	-0.914936133	-0.540681483	-0.898392277	-0.990660214	-0.758763763	0.304341786	-0.978105338	-0.980667639	-0.32493484	-0.80306435	-0.432190891	0.274746128	-0.932412176	-0.985970306	-0.934895574	-0.817098567	-0.925016593	-0.99412634	-0.802008994	-0.566580413	-0.567655036	-0.978641013	-1.009529823	-0.5841994	-0.843794018	0.890663724	-0.185038752	-1.003660522	-0.340933456	-0.342504348	-0.898864442	1.515748605	-0.934198184	1.289223731	1.058217295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06670039	0.564068721	0.543973629	0.565890206	0.557593907	0.574890718	0.577875553	0.547357994	0.568581241	0.536495825	0.517189501	0.554679578	0.532818599	-0.348518563	0.496089205	0.580755151	-0.740731193	0.498939364	-0.661266269	-2.782993343	-2.353830414	-1.241729064	-0.263065944	-0.456538687	-2.138455213	-1.224426302	-0.968036248	-0.667614235	-0.283799332	0.575783413	-0.230451593	-0.071322289	0.530952679	0.481322966	0.501215847	0.528938857	0.542310013	0.547723745	0.533869927	0.563397611	0.442109881	0.560173759	0.218210848	0.520300703	-0.742965435	0.530222813	0.566344128	0.524641703	0.489870877	0.5452414	-0.392931374	-1.721959671	-0.269894902	-0.765398974	0.554644612	0.525194968	0.548213698	0.54904893	0.367650174	0.536516646	0.515866963	0.572930184	0.580367355	-1.347136967	0.555142319	0.573961234	0.49042832	0.557083341	0.541977041	0.529051546	0.562547348	0.524526858	0.565289964	0.570336249	0.485540753	0.536963901	-0.493427563	0.552074032	0.559898401	0.539216423	0.571258467	0.55072427	0.530353626	0.558862366	0.583557919	0.534543135	0.579809479	0.586660119	0.584562895	-1.050275375	0.545129006	0.517644309	-0.592722856	0.526351451	0.587549987	0.534958615	0.565220551	0.521894047	0.550343043	0.573440311	0.551716977	-1.622436611	0.552770907	0.557927154	0.474438241	0.553406984	0.563077812	0.520601205	0.552607846	0.521202775	0.557791335	0.563589097	0.531982435	0.532173908	0.580397244	0.559309663	0.507193286	0.514186404	0.544881279	0.565727992	0.52965439	0.55644088	0.552058574	0.495654948	0.568445587	0.55938653	0.533337819	0.566281298	-2.297803868	-0.667985775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06673178	-0.810932879	1.230805794	1.458273212	-0.737139302	-0.729911297	1.410456477	1.237618384	-0.77685023	1.572081107	1.143137166	-0.764130141	-0.750104576	1.049965815	-0.76119333	-0.78077275	-0.801008546	-0.722775879	-0.777341103	1.128885524	-0.796759084	-0.80585925	-0.806823238	-0.789150298	-0.772842746	1.403063677	1.241515938	1.303586453	-0.792425591	-0.807755727	1.34124192	-0.760858364	1.329814678	1.294071089	1.041320218	1.395239955	-0.779541124	1.654664334	-0.738563638	-0.75167876	-0.736783541	-0.540043005	-0.765043998	-0.72393637	-0.673492885	-0.760814092	0.719023839	-0.739768845	1.536942139	1.371879566	-0.749649795	-0.702353	1.015619579	1.360273621	-0.737676051	-0.736977726	-0.663510098	-0.688998471	-0.759735592	-0.731114923	-0.734024343	-0.761467653	0.622638935	-0.795353163	-0.74120474	-0.736046198	1.190286423	1.276105315	-0.707470925	-0.779228727	1.353981019	1.775254281	-0.730907884	-0.793854708	-0.733776942	-0.748633313	1.536441791	-0.742348965	-0.753658668	1.524377343	1.447158844	1.553276174	-0.788573549	1.256427299	1.553723998	-0.769414342	1.4430688	-0.706926986	-0.760687899	-0.797550919	1.368824987	1.201184993	1.217009474	-0.762611262	-0.755175868	-0.734815806	-0.766167913	0.974555234	-0.775964794	-0.716482476	1.547973422	0.554258791	-0.766856708	-0.759697718	-0.732087951	1.263554277	-0.684072121	-0.694751399	-0.706666321	-0.674389356	-0.730652284	1.170853343	1.510299071	1.653459159	-0.71795419	1.874508072	-0.733973661	-0.768372972	1.326297689	0.906610842	-0.752902057	-0.723261185	-0.779053312	-0.736176475	-0.775447266	-0.72445701	-0.762060123	-0.760476284	1.05244675	-0.810043239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06675417	-0.643273389	0.878053001	0.281173505	-1.313578854	-0.532062031	0.081867431	0.075664421	-1.602888352	0.971119736	-0.233796457	-0.707049008	1.148924442	1.160797517	-0.418441415	0.608107696	-1.048412514	0.531202594	-0.508202558	-1.314311288	-0.512343069	0.196004641	0.454461214	-0.843452865	-1.504942617	-1.030227274	-0.929082897	0.730050253	0.335945886	-0.85771129	0.277737715	1.482210694	-1.348947905	-1.161565898	-1.230724152	-0.654382085	0.540089637	-0.705411618	0.620699407	1.589534692	1.794059462	0.663510505	-0.990090571	0.23204513	0.679640854	-1.38249471	0.123328979	1.558014753	-0.6477455	0.840003753	1.009453334	-0.643273389	0.205229499	-0.643273389	-0.348884016	1.67701711	-1.411420465	1.638427981	-1.115222656	-1.077432376	1.622613259	0.382353832	-1.260244648	-0.776952567	1.745159777	-1.382210373	0.57599043	-1.193508846	0.413509891	1.765928095	-0.385676799	-1.058917701	1.475769145	1.525356266	0.654877504	-1.458281849	0.204898957	-1.212681666	1.30343587	1.748628079	0.162559773	0.287230425	1.054718278	1.022215393	-1.392219995	1.461707495	0.055449482	-0.094257725	0.257649749	-0.281277626	0.479193334	-0.949968563	-1.266837625	0.881620978	1.402225736	1.460802233	0.494941056	-0.852254072	1.638966005	-0.643273389	1.414375748	-1.43216008	1.526027622	-1.451326895	0.454695989	-0.289446269	0.093493658	1.12949513	0.858022839	-1.095789676	1.042742716	-1.289599598	-0.608470408	-0.039791617	1.716718874	0.708363574	-0.643273389	0.41458663	-1.29956867	1.152906081	-0.358899101	-0.643273389	-1.212693605	0.975062078	-0.035860065	-1.162069168	0.967685036	0.964529202	-0.588730144	-1.235993479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06685968	0.526979692	1.150074043	0.087408623	0.666986995	-0.364106753	-0.329270647	0.643464344	-0.081575302	1.77208341	-1.683262755	0.288635477	0.313597699	-0.251979544	-1.777066145	-0.085382238	-0.751476197	-0.538170681	-0.718586658	-1.668489926	-1.117083167	-0.647672239	-0.458516079	-0.176278936	-1.327292739	-0.696168194	-0.756323712	-0.376325944	-0.391485637	0.298889367	-0.535216431	-0.18959158	-1.675171897	0.00404364	0.358055553	1.361417418	1.496702148	1.626763743	0.942258864	0.623059263	1.377490748	1.751601348	0.16841617	0.969401606	-1.364387409	1.625973239	0.249423528	-0.073037383	0.1837279	0.112468913	-0.249213008	-0.443137397	-0.775500637	-0.896484497	-0.05815486	0.306332894	-0.457300978	-0.399199109	-1.449231144	1.385205522	-0.292030776	0.003002264	1.548761675	-1.537349758	0.769312072	-1.371405102	1.052365328	-0.146420855	0.120283087	0.004186963	1.180002388	0.508874474	1.047696602	1.26271074	1.456879454	-0.109929567	0.58272967	0.220710921	0.792595364	0.015163397	-0.850463084	0.984150635	0.26827658	-0.572669846	0.055552279	-0.045888618	0.257933215	0.601741172	0.074036254	-1.631621909	1.32682642	-1.360436972	-0.913963556	0.965948462	1.133325909	1.008034407	0.916497398	0.9867184	0.226193391	0.928167351	1.674625041	0.226567021	1.639996624	1.463595363	0.306162845	0.600962234	0.928489641	0.913499317	0.102847514	0.066187616	-0.384292676	1.04083392	0.983063801	0.457242843	0.187457062	-1.038723898	1.060457585	0.589645952	-0.04166411	-0.997266586	1.191723363	0.333993292	1.593210109	-1.685299429	1.084204942	1.373889752	1.315499194	-0.969140499	-1.256200031	-0.218579198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06708634	-0.515894285	0.505591804	-0.942353469	0.60660293	-0.333368627	0.337586108	0.720739073	0.900792384	-0.741474005	1.14180519	1.361589398	0.647857752	-0.528828134	-1.728102436	0.3752021	-1.052556116	-0.3071929	-0.852493864	-1.75604176	-1.405391766	-1.255295693	-0.80520504	-0.847949926	-1.416380999	-0.851226255	-0.801194564	-0.802681857	-0.54365696	0.899339248	-0.696501709	-0.586136026	0.116887845	0.139547905	0.210390395	0.502476738	1.050834897	1.444667152	0.688733188	0.636762552	1.331327426	1.512864856	-0.009560045	0.918427775	-0.523279381	1.376273937	-0.862794086	1.041998491	1.127791681	-0.012586484	-0.692085152	-1.186375107	-0.564158497	-0.780374525	0.697401453	0.56796608	0.556832606	0.74257787	-1.23771276	-1.024955696	0.681425715	-0.405453568	1.352466772	-1.63357286	0.291734332	0.063953564	0.615127554	0.481269796	0.771285022	0.376077602	0.138396211	0.514341885	0.343590015	1.148898061	1.411649692	0.332913999	1.523705515	1.265409642	0.399254089	0.213941008	-0.644608349	-0.217256005	-1.304775902	-0.655916999	1.083213915	0.137160889	0.780423258	0.382089114	-0.523976955	-1.636057461	0.094460347	-0.544068997	-0.756606837	0.573995683	0.92914116	-0.370276651	-0.641339974	1.086593494	0.720408464	1.542018706	0.190305031	1.646084182	-0.473849431	1.365921123	1.062088361	0.577400397	-0.153363833	0.70466102	0.476501467	-0.031061592	0.408449703	-0.471852304	0.346598708	1.098985053	0.862042248	1.436550493	-1.067524892	1.174969401	0.854946283	0.569711795	0.115531879	0.446934143	0.992381311	-0.518214273	0.940287711	1.32410018	0.805943128	0.112570466	-1.562068104	-0.722074923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06728252	0.209749568	1.006728584	-0.516793778	0.877972737	-1.449341216	-0.669050571	-0.71644654	0.580468292	-0.162424357	1.404362968	-0.084679107	-1.184787835	0.091597603	1.789720523	-1.170339183	-0.601462144	1.620364294	-0.656868584	-1.338466886	-0.621510656	-0.73894403	-0.809176776	0.2752869	-1.426707613	-1.065043855	0.16500237	-0.436030103	-0.410734843	1.253408049	-0.404191368	-0.61996078	0.787125124	-0.771084694	-1.142347761	-1.255695548	-1.274253241	1.544405425	-0.101952395	1.349415291	0.682518095	1.736163977	-1.467442777	-0.990268279	-0.63260897	0.701526252	1.366374774	1.621242633	-0.24381061	0.147431891	-1.044070905	-0.726005814	-0.337656325	-0.51459785	0.088681747	0.078899461	-1.249765358	1.688352867	-0.763632265	-0.560335167	0.951883944	1.220271274	-0.999034625	0.108434554	0.929043184	-1.392530336	1.417512583	-0.205967112	-1.014027449	-1.126431039	1.401200153	1.639921824	0.888591205	1.392730497	-1.291662701	0.23692812	-1.668047922	0.483284466	1.051642572	1.584587403	-0.4162051	1.323860074	1.175550286	-0.868405475	-0.920687857	1.709859775	0.646237676	0.165379223	-0.279958654	1.499862908	-0.467755867	-0.655895061	-0.395525953	0.373879374	1.022633293	0.606290399	-0.406033478	1.333269593	-0.740824064	1.584464458	1.206866828	-1.624820596	-1.309166585	1.563813962	1.174516246	-0.813120442	0.840709609	1.492555287	0.969817243	1.505928846	0.375090758	-1.376335396	1.173439032	1.402565834	-0.650197042	-0.01320572	-0.917816837	-1.316036862	-0.395333425	0.672606042	0.021124282	-0.862638749	-0.223642458	1.841815407	-0.946628071	0.158162527	0.316010913	0.95018633	-0.850148679	-0.715226281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06733794	0.765953293	0.226542717	-0.394958531	0.906670814	-0.465189948	-1.392053621	0.688912755	-1.363319727	-0.729009483	0.53135522	-1.429746681	-1.42585952	0.109307249	-1.292811188	-1.4475074	0.282022419	-1.407760994	0.181351511	-0.128130472	-0.255744101	0.370845424	0.437530972	0.565836305	0.013970569	0.510026636	-0.366800799	0.806034917	0.197014379	-1.438636879	0.549785339	0.454634416	1.368480826	0.858054968	0.602172102	-0.21686822	0.728933589	0.832306231	1.183710572	0.981906193	1.676935789	0.383490844	1.16531106	1.106346674	0.332796172	1.263054175	1.147976541	-1.120716942	-1.375530357	1.123956153	0.688618061	0.401707823	0.544015159	0.536439732	-0.579492574	0.072179264	-0.004744726	-1.169604826	-1.412955883	0.973968279	0.035351121	-1.426844459	1.215339405	-1.4597017	1.204612807	-1.414652516	-0.957000791	1.031156333	-0.649372739	-1.388892857	1.383332649	0.956038276	1.1050793	1.281469473	0.373146729	-1.359473224	1.455038408	0.242224343	0.173612023	-1.385251487	0.819723047	0.507589358	-1.416524879	0.885970536	-1.350071858	-0.130671551	-1.351243242	-1.219538402	-0.160027922	-1.379824264	1.059143483	0.016776358	0.162892685	0.938100594	-0.669282922	1.206461054	0.443826476	1.378663084	-0.785742191	1.137577647	0.781593834	1.770592964	1.70684139	0.447603275	0.884285315	1.038641535	1.234766274	1.320171816	-0.426668248	1.344971123	-0.322169442	0.318025929	1.258436829	1.279799221	-0.729522023	-0.739447375	1.396416016	-1.30645731	-1.424904835	-1.404398036	-0.618515683	1.296882463	-0.686808019	0.705359327	-0.494513843	1.665526536	0.918246139	-0.694050034	-0.14235258	0.417059022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06764092	-0.766347695	0.612427547	-0.939860991	-0.15400822	-0.809870413	-1.198864869	-0.670667584	-0.002971942	0.110694214	-1.150625739	0.1308915	-0.996701132	-0.364386725	-1.227006866	-0.419041402	1.206115839	-0.511670198	1.283686213	1.606684904	1.507230525	1.537150083	0.692337735	0.878267261	1.572235706	1.441296485	0.825923739	1.034690156	1.054294876	-0.072561219	0.892872915	0.737063637	0.341356171	0.143941277	0.496897709	-0.030468049	-1.370901925	-0.014925714	-0.464006745	-0.959593633	-1.218108066	0.581525403	-0.109589192	-1.495564174	-0.141803944	0.132805969	-0.044231535	-1.184587767	0.992445313	-0.730742848	1.340309047	1.377901526	0.747058664	1.163082991	0.085268751	-0.35253185	-1.12568526	-0.87263947	-0.482174605	-0.000288032	-1.16534879	-0.897860464	-1.302864435	1.066484195	-0.75076795	0.594055503	0.612242765	-1.06379467	-0.954000553	1.067858183	-1.02075851	0.518990557	-0.127069811	0.591803565	-1.039953111	0.187003293	0.477697158	-0.745678294	0.004191322	-1.003873283	-0.188598593	-0.952488568	-1.261235678	0.079792205	0.516987822	-1.175862736	-0.005783505	-1.557900238	-0.919828521	1.347977415	-0.559054532	-0.096331556	1.057116184	-0.598919218	-0.255923705	-0.992666093	-0.728560808	-1.418717875	-1.081513006	-0.147613926	-0.959242993	1.073906363	0.06644531	-0.109164891	-0.104661314	-1.232065126	-0.389913203	-0.561778315	-1.153007474	-1.127339065	-0.857704355	-1.359097168	-1.153165351	0.022489491	0.10266629	1.06258499	-1.179440308	-0.951484405	-0.920877474	-0.8987625	0.245136516	-0.911716517	-0.931624899	-1.213226816	-0.706410148	-0.804970092	0.608106991	-0.683356879	1.749251804	0.828600997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
