	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-mir-1283-1	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-2	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	9.826316789	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	-0.104485397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1284	-0.167990676	0.169073696	-0.007897539	-0.59577936	0.212000778	-0.59577936	-0.59577936	-0.59577936	-0.59577936	0.227779074	-0.59577936	-0.016223576	0.052588694	-0.59577936	0.109493727	2.086799799	2.427552442	0.354860753	-0.59577936	-0.59577936	0.199406555	-0.59577936	-0.59577936	0.662193653	0.473121707	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	0.700930021	1.253531083	-0.59577936	1.383681594	-0.59577936	-0.59577936	-0.59577936	1.2905154	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	-0.59577936	2.059167152	-0.59577936	-0.59577936	-0.59577936	-0.59577936	1.624011771	-0.59577936	-0.198943539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1285-1	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	0.571124128	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	0.251825505	0.579162726	1.621010744	-0.347155456	-0.347155456	1.757259072	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	2.215120547	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	1.177907199	-0.347155456	3.139898384	-0.347155456	4.00090607	-0.347155456	-0.347155456	-0.347155456	-0.347155456	-0.347155456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1285-2	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	13.49093899	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1286	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	7.336961602	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	2.363928769	-0.154704235	-0.154704235	3.240170188	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	7.407828435	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	-0.154704235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1287	0.618091106	1.803634688	0.477445839	-1.273463535	1.058350236	0.680403652	0.73733412	0.237544708	0.998191265	0.361939922	0.101444286	-0.069988809	0.958086604	-3.392716172	0.698219351	0.187773004	-0.507371089	0.689602473	0.555629418	-0.126380235	-0.115918472	-1.684201821	1.277768165	0.379484837	0.80072667	-1.30221208	-0.353288111	1.035109329	1.024280129	-0.296575001	-0.661955318	-1.044732068	-0.760545218	0.678302483	0.828578298	0.955563443	0.567359237	0.826148113	-1.088799895	0.279067514	-0.6444799	1.361164617	0.126991864	0.994588742	-0.426517826	-0.151492452	0.21237718	-0.562271013	-0.031661425	-0.361668021	-0.997321464	0.420566515	0.325517458	0.795688287	-0.466912987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1288	-0.620619626	-0.358642448	-0.953110634	-0.953110634	0.224145889	0.67739172	-0.409706844	0.032570305	0.31405672	0.741612027	-0.156808554	-0.502661396	0.413040481	0.034701129	0.92042209	3.106698859	-0.953110634	-0.953110634	0.292203811	-0.953110634	-0.335066783	-0.953110634	1.349693537	0.024626108	1.709571618	-0.953110634	-0.953110634	-0.953110634	0.956275158	-0.953110634	-0.953110634	0.311544316	-0.953110634	1.565267156	0.484232416	3.046193325	-0.117049803	0.692815331	-0.04588449	-0.953110634	0.512977806	-0.953110634	1.378889038	2.011501854	0.391148139	0.698043509	0.515491626	-0.953110634	-0.953110634	-0.953110634	-0.077079547	0.000824311	0.77218182	0.723365996	0.169001367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1289-1	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	5.780918991	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	6.863570514	-0.180580615	4.288167834	-0.180580615	5.857767931	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	-0.180580615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1289-2	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1	-0.635920805	-0.555788091	1.073065794	0.45207558	-0.983070299	-0.781198031	-0.594208462	-0.74895164	-0.931516254	0.911234186	-0.949151518	-0.611271837	0.711079832	1.695540217	-0.812615166	-1.109474782	0.740250367	-0.534101585	0.177461048	1.213445448	-0.77878905	-0.255927202	-1.109474782	-0.497331996	-0.680144839	-0.641986245	-0.852383967	0.092212801	-1.109474782	-0.749272525	0.239995761	0.695408276	0.97499171	-0.906560807	-0.602241543	0.505489025	-0.799721265	0.602380605	0.769591844	-1.109474782	1.007120699	-0.573566656	1.571463974	0.58563657	0.788110388	0.633976835	1.581936183	-1.109474782	0.695264457	-0.591436194	1.524531833	0.098012231	2.137384765	-1.109474782	-0.745322443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-2	-0.553639809	-0.702672309	0.838488153	0.195140969	-0.872462938	-1.112712327	-0.814172664	-1.112712327	-0.854114327	1.069169089	-0.950206463	-0.861081914	0.49357372	1.743156832	-0.901370553	-0.687217443	0.837677337	-0.719969351	0.042304253	0.993828869	-0.875992802	-0.079136077	-0.642766072	-0.492235987	-0.677537597	-1.112712327	-0.485627744	0.195921516	-0.533667869	-0.74760637	0.706119707	0.496419845	0.691201229	-0.907035933	-0.819385612	0.409576374	-1.112712327	0.832409604	0.599740715	-0.785627193	0.652183703	-0.102935153	1.52491039	1.009942808	0.383616588	0.309705893	1.414813198	-1.112712327	0.321466463	-0.812370024	1.437876876	0.216272761	2.538908503	-0.770584271	-0.935732961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1290	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	13.49093899	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	-0.073720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1291	-0.35384216	-1.375704462	0.289555918	-0.851106672	-0.997957273	-1.375704462	-1.048755379	-1.375704462	-0.401149914	-0.654370859	0.44913328	-1.10468323	-0.800449622	-0.448253908	-0.028302166	1.368357506	0.038114765	0.077813451	-0.042943475	0.799399516	-0.387483136	-0.742975798	0.915122425	-0.787430813	-0.092694753	0.0213384	2.316261976	1.918394239	-1.375704462	-0.299275948	-1.375704462	-1.375704462	-0.004549196	0.498761325	-0.510900057	0.091549978	-0.872672781	-1.375704462	0.008918425	0.850938611	-0.493604853	1.217104374	-0.582397013	0.408010247	0.974820643	-0.382256602	1.139284094	0.708048144	0.33494959	2.411340583	-0.40916115	-1.375704462	-1.375704462	0.361891925	-0.043990779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1292	0.142398803	-0.141551776	-0.695727623	-1.078655459	-1.078655459	-1.078655459	-0.217892242	-1.078655459	1.045356783	-0.073912436	0.643610714	-0.045303566	0.938944497	-1.078655459	0.157032231	0.668692722	-1.078655459	0.945944498	-0.035004394	-1.078655459	-0.560696219	0.513651231	3.050487746	-0.259251175	-0.382406728	-0.310420622	-1.078655459	-1.078655459	0.521528754	-1.078655459	1.820342	-1.078655459	0.831221859	-0.234019516	0.125927536	-1.078655459	0.21070351	-1.078655459	-0.318343447	1.247372012	1.070339934	0.707802379	-1.078655459	1.405874447	-1.078655459	-0.322324783	1.073623377	0.65069368	-1.078655459	-1.078655459	0.267639299	-0.279198563	0.367247072	0.326336371	-0.351867466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1293	-0.146744299	-0.465278684	-0.465278684	-0.465278684	0.119150187	-0.465278684	-0.195515164	-0.465278684	-0.465278684	-0.14751403	-0.465278684	-0.465278684	-0.215110096	0.763697448	-0.19315366	3.025736794	-0.465278684	0.49010495	-0.465278684	0.030353583	0.565966275	-0.465278684	1.980652345	-0.465278684	-0.465278684	-0.465278684	-0.465278684	1.291194318	-0.101751138	3.457055986	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	0.592943916	-0.465278684	0.392101724	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	-0.465278684	0.366979473	-0.312162169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1294	0.925189151	1.400995445	-0.561446329	0.517268125	2.043302823	1.455799991	-0.561446329	-0.561446329	1.006284423	-0.561446329	-0.561446329	-0.561446329	1.128746453	2.755697301	-0.561446329	2.018084122	-0.561446329	0.352675855	-0.561446329	0.673751495	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	0.572663735	-0.561446329	-0.561446329	1.800832667	-0.561446329	-0.561446329	1.003176094	-0.561446329	-0.561446329	1.216824626	2.45562428	0.472922393	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	-0.561446329	1.588359553	-0.561446329	-0.561446329	1.124919109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1295	0.14866146	3.34937357	-0.385357675	-0.990296549	-0.183702128	0.374244531	-0.727160964	1.171875657	0.817059455	-0.680339191	0.004835921	1.459704882	0.817051224	-0.990296549	-0.083064877	-0.990296549	-0.990296549	0.93077843	1.324848896	-0.990296549	0.015611313	0.570489712	0.853409719	-0.516841387	-0.990296549	0.407147498	1.591174802	-0.256069189	0.754674797	-0.123963955	-0.990296549	-0.990296549	0.113238412	0.518313438	1.566264717	-0.990296549	0.932567386	-0.990296549	-0.186865162	1.487147905	-0.280363997	-0.249945345	-0.351825819	0.912601257	-0.339358287	-0.190748553	-0.279146715	0.008928488	-0.990296549	0.681944949	0.592514679	-0.990296549	0.443968232	-0.178486498	1.83283825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
